title,description,image_file,alt,medium,series,tags,is_featured,id
"The Travelling McGuffins","","/artwork/the-travelling-mcguffins.jpg","",1,4,"",False
"Time Under Foot","","/artwork/time-under-foot.jpg","",1,8,"",False
"Tree of Persephone","","/artwork/tree-of-persephone.jpg","",1,4,"",False
"What Ghost Humanity","","/artwork/what-ghost-humanity.jpg","",1,9,"",False
"What Once Was Happiness","","/artwork/what-once-was-happiness.jpg","",1,9,"",False
"The Psychopomp Gateway","","/artwork/the-psychopomp-gateway.jpg","",1,5,"",False
"Untitled","","/artwork/photography-untitled-1.jpg","",2,1,"",False
"Wise Smile","","/artwork/wise-smile.jpg","",2,1,"",False
"Untitled","","/artwork/photography-untitled-2.jpg","",2,1,"",False
"Lion","","/artwork/lion.jpg","",2,1,"",False
"Wolf","","/artwork/wolf.jpg","",2,1,"",False
"Untitled","","/artwork/photography-untitled-3.jpg","",2,1,"",False
"Add it Up","","/artwork/add-it-up.jpg","",2,1,"",False
"Dry Dock","","/artwork/dry-dock.jpg","",2,1,"",False
"Tired Pup","","/artwork/tired-pup.jpg","",2,1,"",False
"Gunnar","","/artwork/gunners-snack.jpg","",2,1,"",False
"Meerkat Pup","","/artwork/meerkat-pup.jpg","",2,1,"",False
"Fuzzy buck","","/artwork/white-tailed-buck.jpg","",2,1,"",False
"Barn Owl","","/artwork/barn-owl.jpg","A white barn owl",2,1,"",False
"Barred Owlet","A barred owl fledgling, hunting squirrel","/artwork/barred-owl.jpg","",2,1,"",False
"Bluebird","","/artwork/bluebird.jpg","",2,1,"",False
"Dragonfly","","/artwork/dragonfly.jpg","",2,1,"",False
"Egret's Dinner","","/artwork/egrets-dinner.jpg","",2,1,"",False
"Cedar Waxwing","","/artwork/cedar-waxwing.jpg","",2,1,"",False
"Hummingbird","","/artwork/hummingbird.jpg","",2,1,"",False
"Untitled","","/artwork/photography-untitled-4.jpg","",2,1,"",False
"Retreating Fox","","/artwork/retreating-fox.jpg","",2,1,"",False
"Autumn","","/artwork/autumn.jpg","",2,1,"",False
"Beauty in the bog","","/artwork/beauty-in-the-bog.jpg","Bog oil on marsh water reflecting rainbow colors in the sunlight",2,1,"",False
"Untitled","","/artwork/photography-untitled-5.jpg","",2,1,"",False
"Untitled","","/artwork/photography-untitled-6.jpg","",2,1,"",False
"Smelling Dandelions","","/artwork/snapping-turtle-3.jpg","",2,1,"",False
"Kestrel","","/artwork/photography-kestrel-1.jpg","",2,1,"",False
"Great Horned Owl","","/artwork/photography-great-horned-owl-1.jpg","",2,1,"",False
"Snapping Turtle","","/artwork/snapping-turtle-1.jpg","",2,1,"",False
"Snapping Turtle","","/artwork/snapping-turtle-2.jpg","",2,1,"",False
"Stopped","","/artwork/squirrel.jpg","",2,1,"",False
"Gosling","","/artwork/gosling.jpg","",2,1,"",False
"Young Buck","","/artwork/young-buck.jpg","",2,1,"",False
"Turtle","","/artwork/photography-turtle.jpg","",2,1,"",False
"Lioness","","/artwork/lioness.jpg","",2,1,"",False
"Malaysian Sun Bear","","/artwork/malaysian-sun-bear.jpg","",2,1,"",False
"Night Heron","","/artwork/night-heron.jpg","",2,1,"",False
"Northern Parula","","/artwork/northern-parula.jpg","",2,1,"",False
"Profiles of Dignity","","/artwork/profiles-of-dignity.jpg","",2,1,"",False
"Sandhill Crane and His Lunch","","/artwork/sandhill-crane-and-his-lunch.jpg","",2,1,"",False
"Savannah Sparrow","","/artwork/savannah-sparrow.jpg","",2,1,"",False
"Sitting Pretty","","/artwork/sitting-pretty.jpg","",2,1,"",False
"Very Hungry Caterpillar","","/artwork/very-hungry-caterpillar.jpg","",2,1,"",False
"Nighttime Calling","","/artwork/nighttime-calling.jpg","",1,5,"",False
"Liminal","","/artwork/liminal.jpg","",1,5,"",False
"Untitled","","/artwork/other-worlds-untitled-1.jpg","",1,5,"",False
"The Old Manor House","","/artwork/the-old-manor-house.jpg","",1,5,"",False
"Under Water","","/artwork/under-water.jpg","",1,5,"",False
"Ghost Road Ride","","/artwork/ghost-road-ride.jpg","",1,5,"",False
"Autumn Queen","","/artwork/autumn-queen.jpg","",1,4,"",False
"Greenhouse","","/artwork/greenhouse.jpg","",1,5,"",False
"Untitled","","/artwork/other-worlds-untitled-2.jpg","",1,5,"",False
"Little Miss Dreaming","","/artwork/little-miss-dreaming.jpg","",1,3,"",False
"Untitled","","/artwork/other-worlds-untitled-3.jpg","",1,5,"",False
"Balloons","","/artwork/balloons.jpg","",1,3,"",False
"Gone to see the fish","","/artwork/gone-to-see-the-fish.jpg","",1,3,"",False
"Bookish","","/artwork/bookish.jpg","",1,3,"",False
"Snow Child","","/artwork/snow-child.jpg","",1,3,"",False
"Night Traveler","","/artwork/night-traveler.jpg","",1,3,"",False
"The Edge","","/artwork/the-edge.jpg","",1,3,"",False
"Sweeping the Moon","","/artwork/sweeping-the-moon.jpg","",1,3,"",False
"Adaline","","/artwork/adaline.jpg","",1,3,"",False
"Little Russell","","/artwork/little-russell.jpg","",1,3,"",False
"The Graduates","","/artwork/the-graduates.jpg","",1,3,"",False
"Rusty Navy","","/artwork/rusty-navy.jpg","",1,3,"",False
"The Travelers","","/artwork/the-travelers.jpg","",1,3,"",False
"In the Garden","","/artwork/in-the-garden.jpg","",1,10,"",False
"The Scholar","","/artwork/the-scholar.jpg","",1,3,"",False
"Ladybird","","/artwork/ladybird.jpg","",1,3,"",False
"Picking Flowers","","/artwork/picking-flowers.jpg","",1,3,"",False
"The Collector","","/artwork/the-collector.jpg","",1,3,"",False
"Gloomy Sunday","","/artwork/gloomy-sunday.jpg","",1,4,"",False
"The Sisters Three","","/artwork/sisters-three.jpg","",1,3,"",False
"Alice","","/artwork/alice.jpg","",1,3,"",False
"Granny Liberty","","/artwork/granny-liberty.jpg","",1,3,"",False
"Saint of Secrets","","/artwork/saint-of-secrets.jpg","",1,3,"",False
"The Old Homestead","","/artwork/the-old-homestead.jpg","",1,5,"",False
"Canada Goose","","/artwork/canada-goose.jpg","",1,2,"",False
"Great Horned Owl","","/artwork/great-horned-owl.jpg","",1,2,"",False
"Night Heron","","/artwork/night-heron.jpg","",1,2,"",False
"San Francisco Pigeon","","/artwork/san-francisco-pigeon.jpg","",1,2,"",False
"Barn Owl","","/artwork/barn-owl.jpg","",1,2,"",False
"Little Owl","","/artwork/little-owl.jpg","",1,2,"",False
"Kestrel","","/artwork/Kestrel.jpg","",1,2,"",False
"Bald Eagle","","/artwork/eagle.jpg","",1,2,"",False
"Peregrine Falcon","","/artwork/Peregrine.jpg","",1,2,"",False
"Still Life","","/artwork/still-life.jpg","",1,8,"",False
"Picture Time","","/artwork/picture-time.jpg","",1,4,"",False
"The Night Kitchen","","/artwork/the-night-kitchen.jpg","",1,4,"",False
"F is for Figs","","/artwork/f-is-for-figs.jpg","",1,4,"",False
"Muninn","","/artwork/muninn.jpg","",1,4,"",False
"Mute Swan","","/artwork/mute-swan.jpg","",1,2,"",False
"Robin","","/artwork/robin.jpg","",1,2,"",False
"Brownie","","/artwork/brownie.jpg","",1,4,"",False
"Pioneer","","/artwork/pioneer.jpg","",1,4,"",False
"Pears","","/artwork/pears.jpg","",1,4,"",False
"The Incomplete Collection","","/artwork/collection.jpg","",1,4,"",False
"Broken Hood","","/artwork/broken-hood.jpg","",1,4,"",False
"Hatching Spring","","/artwork/hatching-spring.jpg","",1,4,"",False
"Weighed, Not Wanting","","/artwork/weighed-not-wanting.jpg","",1,4,"",False
"Eastern Bluebird","","/artwork/eastern-bluebird.jpg","",1,2,"",False
"She Remembers You","","/artwork/she-remembers-you.jpg","",1,4,"",False
"The Magician's Escape","","/artwork/the-magicians-escape.jpg","",1,4,"",False
"The House at the End of the World","","/artwork/the-house-at-the-end-of-the-world.jpg","",1,5,"",False
